14
36

0	1	1	1	0	0	0	0	0	0	0	0	0	0
1	0	1	0	0	0	0	1	0	0	0	0	0	0
1	1	0	0	0	1	0	0	0	0	0	0	0	0
1	0	0	0	1	0	0	0	0	0	1	0	0	0
0	0	0	1	0	1	1	0	0	0	0	0	0	0
0	0	1	0	1	0	0	0	0	1	0	0	0	1
0	0	0	0	1	0	0	1	0	0	0	0	0	0
0	1	0	0	0	0	1	0	1	0	0	0	0	0
0	0	0	0	0	0	0	1	0	1	0	1	1	0
0	0	0	0	0	1	0	0	1	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	1	1	0
0	0	0	0	0	0	0	0	1	0	1	0	0	1
0	0	0	0	0	0	0	0	1	0	1	0	0	1
0	0	0	0	0	1	0	0	0	0	0	1	1	0

22

0	26	27	30	0	0	0	0	0	0	0	0	0	0
26	0	42	0	0	0	0	76	0	0	0	0	0	0
27	42	0	0	0	35	0	0	0	0	0	0	0	0
30	0	0	0	22	0	0	0	0	0	100	0	0	0
0	0	0	22	0	25	24	0	0	0	0	0	0	0
0	0	35	0	25	0	0	0	0	55	0	0	0	72
0	0	0	0	24	0	0	22	0	0	0	0	0	0
0	76	0	0	0	0	22	0	21	0	0	0	0	0
0	0	0	0	0	0	0	21	0	65	0	35	45	0
0	0	0	0	0	55	0	0	65	0	0	0	0	0
0	0	0	100	0	0	0	0	0	0	0	25	48	0
0	0	0	0	0	0	0	0	35	0	25	0	0	52
0	0	0	0	0	0	0	0	45	0	48	0	0	28
0	0	0	0	0	72	0	0	0	0	0	52	28	0
